date_unix,main_temp,main_pressure,main_humidity,main_temp_min,main_temp_max,wind_speed,wind_deg,weather_main,weather_description,clouds
1428374372,292.118,1030.43,49,292.118,292.118,3.26,193.009,Clouds,scattered clouds,32
1428377974,292.118,1030.43,49,292.118,292.118,3.26,193.009,Clouds,scattered clouds,32
1428381558,291.63,1030.36,48,291.63,291.63,3.71,187.5,Clouds,broken clouds,56
1428385167,291.63,1030.36,48,291.63,291.63,3.71,187.5,Clouds,broken clouds,56
1428388777,291.63,1030.36,48,291.63,291.63,3.71,187.5,Clouds,broken clouds,56
1428392361,290.496,1029.87,55,290.496,290.496,3.66,197.508,Clouds,few clouds,20
1428395967,290.496,1029.87,55,290.496,290.496,3.66,197.508,Clouds,few clouds,20
1428399564,290.496,1029.87,55,290.496,290.496,3.66,197.508,Clouds,few clouds,20
1428403079,291.65,1030.42,55,291.65,291.65,3.46,225.504,Clouds,scattered clouds,48
1428406704,291.65,1030.42,55,291.65,291.65,3.46,225.504,Clouds,scattered clouds,48
1428410286,291.65,1030.42,55,291.65,291.65,3.46,225.504,Clouds,scattered clouds,48
1428413881,295.194,1030.99,51,295.194,295.194,3.61,221.501,Clouds,scattered clouds,44
1428417483,295.194,1030.99,51,295.194,295.194,3.61,221.501,Clouds,scattered clouds,44
1428421176,295.194,1030.99,51,295.194,295.194,3.61,221.501,Clouds,scattered clouds,44
1428424756,296.125,1029.11,51,296.125,296.125,4.27,217.004,Clouds,broken clouds,80
1428428386,296.125,1029.11,51,296.125,296.125,4.27,217.004,Clouds,broken clouds,80
1428432004,296.125,1029.11,51,296.125,296.125,4.27,217.004,Clouds,broken clouds,80
1428435574,294.867,1027.49,58,294.867,294.867,4.38,218.502,Clouds,overcast clouds,92
1428439194,294.867,1027.49,58,294.867,294.867,4.38,218.502,Clouds,overcast clouds,92
1428442773,294.867,1027.49,58,294.867,294.867,4.38,218.502,Clouds,overcast clouds,92
1428446351,293.278,1026.9,72,293.278,293.278,3.08,215.507,Clouds,overcast clouds,88
1428449991,293.278,1026.9,72,293.278,293.278,3.08,215.507,Clouds,overcast clouds,88
1428453716,293.278,1026.9,72,293.278,293.278,3.08,215.507,Clouds,overcast clouds,88
1428457175,293.278,1026.9,72,293.278,293.278,3.08,215.507,Clouds,overcast clouds,88
1428460783,290.682,1027.08,98,290.682,290.682,1.66,200.002,Rain,moderate rain,92
1428464370,290.682,1027.08,98,290.682,290.682,1.66,200.002,Rain,moderate rain,92
1428467958,290.682,1027.08,98,290.682,290.682,1.66,200.002,Rain,moderate rain,92
1428471569,290.54,1025.84,98,290.54,290.54,3.18,215.002,Rain,light rain,80
1428475172,290.54,1025.84,98,290.54,290.54,3.18,215.002,Rain,light rain,80
1428478770,290.611,1024.89,96,290.611,290.611,3.09,229.501,Clouds,scattered clouds,48
1428479566,290.611,1024.89,96,290.611,290.611,3.09,229.501,Clouds,scattered clouds,48
1428479831,290.611,1024.89,96,290.611,290.611,3.09,229.501,Clouds,scattered clouds,48
1428482375,290.611,1024.89,96,290.611,290.611,3.09,229.501,Clouds,scattered clouds,48
1428485968,290.611,1024.89,96,290.611,290.611,3.09,229.501,Clouds,scattered clouds,48
1428489473,287.2,1027.53,94,287.2,287.2,0.66,89.0022,Clouds,scattered clouds,44
1428493089,287.798,1028.28,90,287.798,287.798,2.36,62.0046,Clouds,overcast clouds,88
1428496695,287.798,1028.28,90,287.798,287.798,2.36,62.0046,Clouds,overcast clouds,88
1428500294,290.505,1029.18,71,290.505,290.505,1.82,65.502,Clouds,broken clouds,80
1428503895,290.505,1029.18,71,290.505,290.505,1.82,65.502,Clouds,broken clouds,80
1428507581,290.505,1029.18,71,290.505,290.505,1.82,65.502,Clouds,broken clouds,80
1428511144,290.505,1029.18,71,290.505,290.505,1.82,65.502,Clouds,broken clouds,80
1428514780,294.116,1027.69,58,294.116,294.116,2.17,45.0007,Clear,Sky is Clear,0
1428518391,294.116,1027.69,58,294.116,294.116,2.17,45.0007,Clear,Sky is Clear,0
1428521981,294.116,1027.69,58,294.116,294.116,2.17,45.0007,Clear,Sky is Clear,0
1428525564,296.169,1025.94,52,296.169,296.169,2.11,49.0002,Clear,Sky is Clear,0
1428529185,296.169,1025.94,52,296.169,296.169,2.11,49.0002,Clear,Sky is Clear,0
1428532766,292.273,1026.18,62,292.273,292.273,2.77,67.5015,Clear,sky is clear,8
1428536391,292.273,1026.18,62,292.273,292.273,2.77,67.5015,Clear,sky is clear,8
1428540140,292.273,1026.18,62,292.273,292.273,2.77,67.5015,Clear,sky is clear,8
1428543658,288.375,1027.34,80,288.375,288.375,2.62,61.5016,Clouds,scattered clouds,44
1428547232,288.375,1027.34,80,288.375,288.375,2.62,61.5016,Clouds,scattered clouds,44
1428550781,288.375,1027.34,80,288.375,288.375,2.62,61.5016,Clouds,scattered clouds,44
1428554341,286.783,1026.73,87,286.783,286.783,1.86,50.0004,Clouds,overcast clouds,92
1428557982,286.783,1026.73,87,286.783,286.783,1.86,50.0004,Clouds,overcast clouds,92
1428561586,286.783,1026.73,87,286.783,286.783,1.86,50.0004,Clouds,overcast clouds,92
1428565176,286.783,1026.73,87,286.783,286.783,1.86,50.0004,Clouds,overcast clouds,92
1428568760,285.702,1026.7,93,285.702,285.702,2.11,52.0067,Rain,light rain,92
1428572375,285.702,1026.7,93,285.702,285.702,2.11,52.0067,Rain,light rain,92
1428575887,280.7,1029.31,85,280.7,280.7,1.46,66.5024,Clouds,scattered clouds,48
1428579503,281.401,1030.77,81,281.401,281.401,1.52,59.0007,Rain,light rain,68
1428583078,281.401,1030.77,81,281.401,281.401,1.52,59.0007,Rain,light rain,68
1428586687,281.401,1030.77,81,281.401,281.401,1.52,59.0007,Rain,light rain,68
1428590284,285.034,1031.61,78,285.034,285.034,1.58,94.0036,Rain,light rain,92
1428593980,285.034,1031.61,78,285.034,285.034,1.58,94.0036,Rain,light rain,92
1428597539,290.087,1030.21,64,290.087,290.087,1.59,114,Clouds,scattered clouds,48
1428601182,290.087,1030.21,64,290.087,290.087,1.59,114,Clouds,scattered clouds,48
1428604793,290.087,1030.21,64,290.087,290.087,1.59,114,Clouds,scattered clouds,48
1428608374,293.014,1027.08,59,293.014,293.014,2.6,137.504,Clouds,scattered clouds,32
1428611978,293.014,1027.08,59,293.014,293.014,2.6,137.504,Clouds,scattered clouds,32
1428615566,293.014,1027.08,59,293.014,293.014,2.6,137.504,Clouds,scattered clouds,32
1428619151,291.112,1026.71,66,291.112,291.112,2.73,137.001,Clouds,broken clouds,64
1428622802,291.112,1026.71,66,291.112,291.112,2.73,137.001,Clouds,broken clouds,64
1428626541,291.112,1026.71,66,291.112,291.112,2.73,137.001,Clouds,broken clouds,64
1428630021,287.999,1027.11,76,287.999,287.999,3.03,128,Clouds,broken clouds,68
1428633592,287.999,1027.11,76,287.999,287.999,3.03,128,Clouds,broken clouds,68
1428637180,287.999,1027.11,76,287.999,287.999,3.03,128,Clouds,broken clouds,68
1428640742,286.849,1024,90,286.849,286.849,2.73,141.505,Rain,light rain,80
1428644368,286.849,1024,90,286.849,286.849,2.73,141.505,Rain,light rain,80
1428647993,286.849,1024,90,286.849,286.849,2.73,141.505,Rain,light rain,80
1428651560,288.762,1021.76,92,288.762,288.762,2.62,195.501,Clouds,scattered clouds,44
1428655154,288.762,1021.76,92,288.762,288.762,2.62,195.501,Clouds,scattered clouds,44
1428658757,288.762,1021.76,92,288.762,288.762,2.62,195.501,Clouds,scattered clouds,44
1428662288,283.789,1023.08,99,283.789,283.789,1.57,159.001,Rain,light rain,92
1428665892,283.789,1023.08,99,283.789,283.789,1.57,159.001,Rain,light rain,92
1428669487,283.789,1023.08,99,283.789,283.789,1.57,159.001,Rain,light rain,92
1428673083,293.973,1020.29,77,293.973,293.973,3.11,192,Clouds,few clouds,24
1428676723,293.973,1020.29,77,293.973,293.973,3.11,192,Clouds,few clouds,24
1428680357,293.973,1020.29,77,293.973,293.973,3.11,192,Clouds,few clouds,24
1428683952,301.812,1016.91,53,301.812,301.812,6.91,212,Clear,sky is clear,8
1428687622,301.812,1016.91,53,301.812,301.812,6.91,212,Clear,sky is clear,8
1428691147,301.812,1016.91,53,301.812,301.812,6.91,212,Clear,sky is clear,8
1428694756,297.562,1015.84,76,297.562,297.562,6.72,233.504,Rain,light rain,48
1428698381,297.562,1015.84,76,297.562,297.562,6.72,233.504,Rain,light rain,48
1428701971,297.562,1015.84,76,297.562,297.562,6.72,233.504,Rain,light rain,48
1428705543,291.451,1019.03,98,291.451,291.451,3.11,267.004,Rain,moderate rain,92
1428709177,291.451,1019.03,98,291.451,291.451,3.11,267.004,Rain,moderate rain,92
1428712891,291.451,1019.03,98,291.451,291.451,3.11,267.004,Rain,moderate rain,92
1428716368,291.451,1019.03,98,291.451,291.451,3.11,267.004,Rain,moderate rain,92
1428719946,290.116,1020.17,90,290.116,290.116,2.58,271.5,Rain,light rain,76
1428723561,290.116,1020.17,90,290.116,290.116,2.58,271.5,Rain,light rain,76
1428727140,285.845,1021.87,86,285.845,285.845,2.35,319.002,Clouds,few clouds,20
1428730777,285.845,1021.87,86,285.845,285.845,2.35,319.002,Clouds,few clouds,20
1428734367,285.845,1021.87,86,285.845,285.845,2.35,319.002,Clouds,few clouds,20
1428737953,281.531,1023.07,84,281.531,281.531,1.52,290.501,Clouds,scattered clouds,36
1428741559,281.531,1023.07,84,281.531,281.531,1.52,290.501,Clouds,scattered clouds,36
1428745150,281.531,1023.07,84,281.531,281.531,1.52,290.501,Clouds,scattered clouds,36
1428748679,285.044,1025.85,69,285.044,285.044,1.32,265.001,Clouds,few clouds,24
1428752291,285.044,1025.85,69,285.044,285.044,1.32,265.001,Clouds,few clouds,24
1428755922,285.044,1025.85,69,285.044,285.044,1.32,265.001,Clouds,few clouds,24
1428759480,292.35,1026.8,41,292.35,292.35,1.98,310.002,Clear,Sky is Clear,0
1428763126,292.35,1026.8,41,292.35,292.35,1.98,310.002,Clear,Sky is Clear,0
1428766726,292.35,1026.8,41,292.35,292.35,1.98,310.002,Clear,Sky is Clear,0
1428770338,292.35,1026.8,41,292.35,292.35,1.98,310.002,Clear,Sky is Clear,0
1428773959,293.829,1026.5,36,293.829,293.829,2.61,322.5,Clear,Sky is Clear,0
1428777561,293.829,1026.5,36,293.829,293.829,2.61,322.5,Clear,Sky is Clear,0
1428781159,293.804,1026.17,29,293.804,293.804,2.86,315.503,Clear,Sky is Clear,0
1428784743,293.804,1026.17,29,293.804,293.804,2.86,315.503,Clear,Sky is Clear,0
1428788330,293.804,1026.17,29,293.804,293.804,2.86,315.503,Clear,Sky is Clear,0
1428791924,288.685,1028.3,32,288.685,288.685,2.76,343.001,Clear,Sky is Clear,0
1428795531,288.685,1028.3,32,288.685,288.685,2.76,343.001,Clear,Sky is Clear,0
1428799215,288.685,1028.3,32,288.685,288.685,2.76,343.001,Clear,Sky is Clear,0
1428802798,284.536,1031.24,38,284.536,284.536,2.86,11.0036,Clear,Sky is Clear,0
1428806363,284.536,1031.24,38,284.536,284.536,2.86,11.0036,Clear,Sky is Clear,0
1428809970,284.536,1031.24,38,284.536,284.536,2.86,11.0036,Clear,Sky is Clear,0
1428813547,281.386,1032.82,48,281.386,281.386,2.31,12.5002,Clear,Sky is Clear,0
1428817162,281.386,1032.82,48,281.386,281.386,2.31,12.5002,Clear,Sky is Clear,0
1428820759,281.386,1032.82,48,281.386,281.386,2.31,12.5002,Clear,Sky is Clear,0
1428824348,281.386,1032.82,48,281.386,281.386,2.31,12.5002,Clear,Sky is Clear,0
1428827963,278.349,1033.58,65,278.349,278.349,1.58,9.0033,Clear,Sky is Clear,0
1428831545,278.349,1033.58,65,278.349,278.349,1.58,9.0033,Clear,Sky is Clear,0
1428835073,280.445,1035.51,52,280.445,280.445,1.84,67.5014,Clear,Sky is Clear,0
1428838678,280.445,1035.51,52,280.445,280.445,1.84,67.5014,Clear,Sky is Clear,0
1428842282,280.445,1035.51,52,280.445,280.445,1.84,67.5014,Clear,Sky is Clear,0
1428845878,290.085,1036.39,34,290.085,290.085,1.61,131.006,Clear,Sky is Clear,0
1428849500,290.085,1036.39,34,290.085,290.085,1.61,131.006,Clear,Sky is Clear,0
1428853146,290.085,1036.39,34,290.085,290.085,1.61,131.006,Clear,Sky is Clear,0
1428856738,293.583,1034.56,30,293.583,293.583,1.62,180.503,Clear,Sky is Clear,0
1428860346,293.583,1034.56,30,293.583,293.583,1.62,180.503,Clear,Sky is Clear,0
1428863961,293.583,1034.56,30,293.583,293.583,1.62,180.503,Clear,Sky is Clear,0
1428867556,294.867,1032.63,27,294.867,294.867,2.01,202.001,Clear,Sky is Clear,0
1428871151,294.867,1032.63,27,294.867,294.867,2.01,202.001,Clear,Sky is Clear,0
1428874759,294.867,1032.63,27,294.867,294.867,2.01,202.001,Clear,Sky is Clear,0
1428878338,289.841,1032.77,37,289.841,289.841,1.96,182.504,Clear,Sky is Clear,0
1428881956,289.841,1032.77,37,289.841,289.841,1.96,182.504,Clear,Sky is Clear,0
1428885649,289.841,1032.77,37,289.841,289.841,1.96,182.504,Clear,Sky is Clear,0
1428889185,289.841,1032.77,37,289.841,289.841,1.96,182.504,Clear,Sky is Clear,0
1428892745,286.47,1034.37,39,286.47,286.47,3.03,146,Clear,Sky is Clear,0
1428896356,286.47,1034.37,39,286.47,286.47,3.03,146,Clear,Sky is Clear,0
1428899943,284.622,1034.31,42,284.622,284.622,2.66,164.509,Clear,Sky is Clear,0
1428903561,284.622,1034.31,42,284.622,284.622,2.66,164.509,Clear,Sky is Clear,0
1428907155,284.622,1034.31,42,284.622,284.622,2.66,164.509,Clear,Sky is Clear,0
1428910762,282.345,1034.22,53,282.345,282.345,2.02,166.008,Clear,Sky is Clear,0
1428914375,282.345,1034.22,53,282.345,282.345,2.02,166.008,Clear,Sky is Clear,0
1428917962,282.345,1034.22,53,282.345,282.345,2.02,166.008,Clear,Sky is Clear,0
1428921479,284.785,1034.87,71,284.785,284.785,2.52,178.004,Clear,Sky is Clear,0
1428925089,284.785,1034.87,71,284.785,284.785,2.52,178.004,Clear,Sky is Clear,0
1428928684,284.785,1034.87,71,284.785,284.785,2.52,178.004,Clear,Sky is Clear,0
1428932285,293.877,1035.33,51,293.877,293.877,2.46,190.508,Clear,Sky is Clear,0
1428935888,293.877,1035.33,51,293.877,293.877,2.46,190.508,Clear,Sky is Clear,0
1428939666,293.877,1035.33,51,293.877,293.877,2.46,190.508,Clear,Sky is Clear,0
1428943284,297.822,1032.51,42,297.822,297.822,3.47,188.502,Clear,sky is clear,8
1428946761,297.822,1032.51,42,297.822,297.822,3.47,188.502,Clear,sky is clear,8
1428950374,297.822,1032.51,42,297.822,297.822,3.47,188.502,Clear,sky is clear,8
1428953969,297.822,1032.51,42,297.822,297.822,3.47,188.502,Clear,sky is clear,8
1428957571,298.217,1029.88,31,298.217,298.217,3.99,190.504,Clear,Sky is Clear,0
1428961163,298.217,1029.88,31,298.217,298.217,3.99,190.504,Clear,Sky is Clear,0
1428964744,298.217,1029.88,31,298.217,298.217,3.99,190.504,Clear,Sky is Clear,0
1428968366,294.404,1029.7,34,294.404,294.404,3.41,195.503,Clear,sky is clear,8
1428972042,294.404,1029.7,34,294.404,294.404,3.41,195.503,Clear,sky is clear,8
1428975586,292.158,1029.84,43,292.158,292.158,3.46,188,Clouds,broken clouds,68
1428979147,292.158,1029.84,43,292.158,292.158,3.46,188,Clouds,broken clouds,68
1428982747,292.158,1029.84,43,292.158,292.158,3.46,188,Clouds,broken clouds,68
1428986355,292.1,1029.15,49,292.1,292.1,3.66,197.501,Clouds,overcast clouds,92
1428989948,292.1,1029.15,49,292.1,292.1,3.66,197.501,Clouds,overcast clouds,92
1428993568,292.1,1029.15,49,292.1,292.1,3.66,197.501,Clouds,overcast clouds,92
1428997156,291.301,1028.37,58,291.301,291.301,2.26,217.501,Clouds,overcast clouds,92
1429000777,291.301,1028.37,58,291.301,291.301,2.26,217.501,Clouds,overcast clouds,92
1429004347,291.301,1028.37,58,291.301,291.301,2.26,217.501,Clouds,overcast clouds,92
1429007944,291.165,1028.61,62,291.165,291.165,2.37,212.5,Clouds,broken clouds,68
1429011485,291.118,1029.34,70,291.118,291.118,1.41,189.503,Clouds,overcast clouds,88
1429015156,291.118,1029.34,70,291.118,291.118,1.41,189.503,Clouds,overcast clouds,88
1429018687,294.971,1029.33,60,294.971,294.971,1.47,101.501,Clouds,overcast clouds,92
1429022334,294.971,1029.33,60,294.971,294.971,1.47,101.501,Clouds,overcast clouds,92
1429025995,294.971,1029.33,60,294.971,294.971,1.47,101.501,Clouds,overcast clouds,92
1429029578,295.712,1027.63,62,295.712,295.712,1.91,57.5002,Clouds,overcast clouds,92
1429033172,295.712,1027.63,62,295.712,295.712,1.91,57.5002,Clouds,overcast clouds,92
1429036766,295.712,1027.63,62,295.712,295.712,1.91,57.5002,Clouds,overcast clouds,92
1429040361,291.758,1025.85,94,291.758,291.758,2.84,59.5007,Rain,light rain,92
1429043966,291.758,1025.85,94,291.758,291.758,2.84,59.5007,Rain,light rain,92
1429047563,291.758,1025.85,94,291.758,291.758,2.84,59.5007,Rain,light rain,92
1429051140,289.647,1025.86,100,289.647,289.647,2.74,39.0012,Rain,moderate rain,92
1429054774,289.647,1025.86,100,289.647,289.647,2.74,39.0012,Rain,moderate rain,92
1429058536,289.647,1025.86,100,289.647,289.647,2.74,39.0012,Rain,moderate rain,92
1429061973,286.86,1025.93,100,286.86,286.86,3.66,19.0004,Rain,moderate rain,92
1429065559,286.86,1025.93,100,286.86,286.86,3.66,19.0004,Rain,moderate rain,92
1429069160,286.86,1025.93,100,286.86,286.86,3.66,19.0004,Rain,moderate rain,92
1429072742,285.892,1025.65,99,285.892,285.892,3.31,5.00003,Rain,moderate rain,92
1429076342,285.892,1025.65,99,285.892,285.892,3.31,5.00003,Rain,moderate rain,92
1429079959,285.892,1025.65,99,285.892,285.892,3.31,5.00003,Rain,moderate rain,92
1429083555,284.934,1026.05,99,284.934,284.934,4.02,18.0006,Rain,moderate rain,92
1429087190,284.934,1026.05,99,284.934,284.934,4.02,18.0006,Rain,moderate rain,92
1429090745,284.934,1026.05,99,284.934,284.934,4.02,18.0006,Rain,moderate rain,92
1429094311,284.791,1029.81,71,284.791,284.791,2.27,3.50067,Clouds,broken clouds,56
1429097938,284.791,1029.81,71,284.791,284.791,2.27,3.50067,Clouds,broken clouds,56
1429101503,284.791,1029.81,71,284.791,284.791,2.27,3.50067,Clouds,broken clouds,56
1429105099,284.791,1029.81,71,284.791,284.791,2.27,3.50067,Clouds,broken clouds,56
1429108784,288.006,1031.91,55,288.006,288.006,3.01,45.0049,Clouds,overcast clouds,88
1429112380,288.006,1031.91,55,288.006,288.006,3.01,45.0049,Clouds,overcast clouds,88
1429116028,289.413,1032.93,40,289.413,289.413,2.47,45.5029,Clouds,overcast clouds,92
1429119571,289.413,1032.93,40,289.413,289.413,2.47,45.5029,Clouds,overcast clouds,92
1429123191,289.413,1032.93,40,289.413,289.413,2.47,45.5029,Clouds,overcast clouds,92
1429126743,289.413,1032.93,40,289.413,289.413,2.47,45.5029,Clouds,overcast clouds,92
1429130352,289.803,1032.17,37,289.803,289.803,2.21,42.5034,Clouds,overcast clouds,88
1429133964,289.803,1032.17,37,289.803,289.803,2.21,42.5034,Clouds,overcast clouds,88
1429137543,289.803,1032.17,37,289.803,289.803,2.21,42.5034,Clouds,overcast clouds,88
1429141185,286.826,1033.72,43,286.826,286.826,1.92,64.5009,Clouds,few clouds,24
1429144893,286.826,1033.72,43,286.826,286.826,1.92,64.5009,Clouds,few clouds,24
1429148367,286.826,1033.72,43,286.826,286.826,1.92,64.5009,Clouds,few clouds,24
1429151962,281.467,1034.95,69,281.467,281.467,1.22,56.0005,Clouds,broken clouds,68
1429155562,281.467,1034.95,69,281.467,281.467,1.22,56.0005,Clouds,broken clouds,68
1429159141,280.508,1035.64,64,280.508,280.508,1.66,96.5002,Clouds,broken clouds,80
1429162748,280.508,1035.64,64,280.508,280.508,1.66,96.5002,Clouds,broken clouds,80
1429166353,280.508,1035.64,64,280.508,280.508,1.66,96.5002,Clouds,broken clouds,80
1429169962,280.508,1035.64,64,280.508,280.508,1.66,96.5002,Clouds,broken clouds,80
1429173561,278.644,1035.45,77,278.644,278.644,1.32,59.0046,Clouds,few clouds,20
1429177147,278.644,1035.45,77,278.644,278.644,1.32,59.0046,Clouds,few clouds,20
1429180700,283.504,1036.26,63,283.504,283.504,1.06,28.0044,Clouds,few clouds,24
1429184294,283.504,1036.26,63,283.504,283.504,1.06,28.0044,Clouds,few clouds,24
1429187908,283.504,1036.26,63,283.504,283.504,1.06,28.0044,Clouds,few clouds,24
1429191508,292.356,1035.95,36,292.356,292.356,2.21,97.0008,Clouds,broken clouds,64
1429195140,292.356,1035.95,36,292.356,292.356,2.21,97.0008,Clouds,broken clouds,64
1429198746,292.356,1035.95,36,292.356,292.356,2.21,97.0008,Clouds,broken clouds,64
1429202399,294.018,1034.62,43,294.018,294.018,3.11,143.502,Clouds,broken clouds,80
1429205978,294.018,1034.62,43,294.018,294.018,3.11,143.502,Clouds,broken clouds,80
1429209577,294.018,1034.62,43,294.018,294.018,3.11,143.502,Clouds,broken clouds,80
1429213142,292.453,1033.69,49,292.453,292.453,3.31,145.505,Clouds,overcast clouds,88
1429216748,292.453,1033.69,49,292.453,292.453,3.31,145.505,Clouds,overcast clouds,88
1429220339,292.453,1033.69,49,292.453,292.453,3.31,145.505,Clouds,overcast clouds,88
1429223950,292.453,1033.69,49,292.453,292.453,3.31,145.505,Clouds,overcast clouds,88
1429227563,290.74,1032.52,57,290.74,290.74,2.71,139.505,Clouds,broken clouds,64
1429231215,290.74,1032.52,57,290.74,290.74,2.71,139.505,Clouds,broken clouds,64
1429234751,290.74,1032.52,57,290.74,290.74,2.71,139.505,Clouds,broken clouds,64
1429238353,289.46,1031.66,65,289.46,289.46,2.56,137.001,Clouds,broken clouds,64
1429241975,289.46,1031.66,65,289.46,289.46,2.56,137.001,Clouds,broken clouds,64
1429245525,289.112,1030.08,74,289.112,289.112,2.36,170.5,Clouds,broken clouds,68
1429249151,289.112,1030.08,74,289.112,289.112,2.36,170.5,Clouds,broken clouds,68
1429252801,289.112,1030.08,74,289.112,289.112,2.36,170.5,Clouds,broken clouds,68
1429256389,288.249,1027.98,85,288.249,288.249,1.92,171.001,Clouds,broken clouds,68
1429260008,288.249,1027.98,85,288.249,288.249,1.92,171.001,Clouds,broken clouds,68
1429263610,288.249,1027.98,85,288.249,288.249,1.92,171.001,Clouds,broken clouds,68
1429267120,288.594,1028.72,91,288.594,288.594,1.55,209.503,Rain,light rain,92
1429270705,288.594,1028.72,91,288.594,288.594,1.55,209.503,Rain,light rain,92
1429274297,288.594,1028.72,91,288.594,288.594,1.55,209.503,Rain,light rain,92
1429277893,291.707,1027.28,81,291.707,291.707,1.97,224.009,Clouds,few clouds,24
1429281485,291.707,1027.28,81,291.707,291.707,1.97,224.009,Clouds,few clouds,24
1429285171,291.707,1027.28,81,291.707,291.707,1.97,224.009,Clouds,few clouds,24
1429288745,298.031,1024.39,55,298.031,298.031,2.36,235.504,Clear,Sky is Clear,0
1429292405,298.031,1024.39,55,298.031,298.031,2.36,235.504,Clear,Sky is Clear,0
1429295978,298.031,1024.39,55,298.031,298.031,2.36,235.504,Clear,Sky is Clear,0
1429299579,298.031,1024.39,55,298.031,298.031,2.36,235.504,Clear,Sky is Clear,0
1429303161,299.209,1021.82,49,299.209,299.209,1.93,253.503,Clouds,scattered clouds,48
1429306745,299.209,1021.82,49,299.209,299.209,1.93,253.503,Clouds,scattered clouds,48
1429310341,296.621,1021.76,54,296.621,296.621,2.21,268.506,Clouds,broken clouds,64
1429313961,296.621,1021.76,54,296.621,296.621,2.21,268.506,Clouds,broken clouds,64
1429317677,296.621,1021.76,54,296.621,296.621,2.21,268.506,Clouds,broken clouds,64
1429321163,291.181,1023.53,88,291.181,291.181,1.11,311.502,Rain,light rain,68
1429324771,291.181,1023.53,88,291.181,291.181,1.11,311.502,Rain,light rain,68
1429328426,291.181,1023.53,88,291.181,291.181,1.11,311.502,Rain,light rain,68
1429331921,290.741,1023.53,85,290.741,290.741,1.3,343.513,Rain,light rain,48
1429335558,290.741,1023.53,85,290.741,290.741,1.3,343.513,Rain,light rain,48
1429339159,290.741,1023.53,85,290.741,290.741,1.3,343.513,Rain,light rain,48
1429342845,288.453,1023.52,84,288.453,288.453,2.68,354.003,Clear,Sky is Clear,0
1429346441,288.453,1023.52,84,288.453,288.453,2.68,354.003,Clear,Sky is Clear,0
1429349978,288.453,1023.52,84,288.453,288.453,2.68,354.003,Clear,Sky is Clear,0
1429353520,287.053,1022.78,94,287.053,287.053,1.15,347.502,Clouds,scattered clouds,36
1429357080,289.749,1024.42,85,289.749,289.749,1.14,352.5,Clouds,few clouds,12
1429360775,289.749,1024.42,85,289.749,289.749,1.14,352.5,Clouds,few clouds,12
1429364385,297.248,1024.65,57,297.248,297.248,1.86,30.5063,Clear,Sky is Clear,0
1429368005,297.248,1024.65,57,297.248,297.248,1.86,30.5063,Clear,Sky is Clear,0
1429371662,297.248,1024.65,57,297.248,297.248,1.86,30.5063,Clear,Sky is Clear,0
1429375446,300.265,1022.85,44,300.265,300.265,1.59,16.5007,Clear,Sky is Clear,0
1429378805,300.265,1022.85,44,300.265,300.265,1.59,16.5007,Clear,Sky is Clear,0
1429382391,300.265,1022.85,44,300.265,300.265,1.59,16.5007,Clear,Sky is Clear,0
1429385969,300.265,1022.85,44,300.265,300.265,1.59,16.5007,Clear,Sky is Clear,0
1429389627,300.514,1022.15,35,300.514,300.514,1.62,357.005,Clouds,few clouds,24
1429393171,300.514,1022.15,35,300.514,300.514,1.62,357.005,Clouds,few clouds,24
1429396759,295.134,1023.01,44,295.134,295.134,1.36,22.0009,Clouds,few clouds,20
1429400365,295.134,1023.01,44,295.134,295.134,1.36,22.0009,Clouds,few clouds,20
1429404099,295.134,1023.01,44,295.134,295.134,1.36,22.0009,Clouds,few clouds,20
1429407588,290.221,1024.99,64,290.221,290.221,2.07,131.5,Clouds,scattered clouds,36
1429411280,290.221,1024.99,64,290.221,290.221,2.07,131.5,Clouds,scattered clouds,36
1429414787,290.221,1024.99,64,290.221,290.221,2.07,131.5,Clouds,scattered clouds,36
1429418361,290.221,1024.99,64,290.221,290.221,2.07,131.5,Clouds,scattered clouds,36
1429422011,287.481,1024.4,89,287.481,287.481,1.02,139,Clouds,scattered clouds,36
1429425637,287.481,1024.4,89,287.481,287.481,1.02,139,Clouds,scattered clouds,36
1429429276,285.043,1024.88,89,285.043,285.043,0.71,88.5015,Clouds,scattered clouds,32
1429432995,285.043,1024.88,89,285.043,285.043,0.71,88.5015,Clouds,scattered clouds,32
1429436374,285.043,1024.88,89,285.043,285.043,0.71,88.5015,Clouds,scattered clouds,32
1429440173,287.908,1026.23,65,287.908,287.908,3.27,57.5142,Clouds,scattered clouds,36
1429443546,287.908,1026.23,65,287.908,287.908,3.27,57.5142,Clouds,scattered clouds,36
1429447277,287.908,1026.23,65,287.908,287.908,3.27,57.5142,Clouds,scattered clouds,36
1429450801,293.984,1026.77,37,293.984,293.984,3.82,87.0006,Clouds,broken clouds,76
1429454401,293.984,1026.77,37,293.984,293.984,3.82,87.0006,Clouds,broken clouds,76
1429458215,293.984,1026.77,37,293.984,293.984,3.82,87.0006,Clouds,broken clouds,76
1429461786,296.626,1025.6,37,296.626,296.626,4.18,106.502,Clouds,broken clouds,68
1429465203,296.626,1025.6,37,296.626,296.626,4.18,106.502,Clouds,broken clouds,68
1429468895,296.626,1025.6,37,296.626,296.626,4.18,106.502,Clouds,broken clouds,68
1429472539,295.468,1023.9,45,295.468,295.468,4.72,123.504,Clouds,overcast clouds,92
